application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
5329,Female,FALSE,3.02,Business,Asian,630,6,PE/VC,NA
5330,Male,FALSE,3.08,STEM,Asian,610,7,Health Care,NA
5331,Male,TRUE,3.28,Humanities,NA,570,5,Financial Services,NA
5332,Female,TRUE,3.11,Business,NA,630,5,Consulting,NA
5333,Male,FALSE,3.28,STEM,White,620,4,Health Care,NA
5334,Female,FALSE,3.18,Humanities,Black,650,5,Technology,NA
5335,Male,FALSE,3.3,Business,Asian,600,6,Consulting,NA
5336,Male,TRUE,3.16,Humanities,NA,640,4,Health Care,NA
5337,Female,FALSE,3.27,STEM,Black,660,7,PE/VC,Admit
5338,Male,TRUE,3.01,Business,NA,670,3,Health Care,NA
5339,Male,TRUE,3.32,Humanities,NA,710,6,Consulting,NA
5340,Female,FALSE,3.41,Humanities,White,780,3,Consulting,Admit
5341,Male,TRUE,3.23,Humanities,NA,610,5,Real Estate,NA
5342,Male,FALSE,3.1,Business,Black,630,6,Technology,NA
5343,Male,TRUE,3.43,Humanities,NA,710,4,Investment Management,Admit
5344,Male,FALSE,3.32,Business,White,630,6,Investment Banking,NA
5345,Male,FALSE,3.37,STEM,White,650,6,Investment Management,NA
5346,Male,TRUE,3.2,Business,NA,750,4,Consulting,NA
5347,Male,FALSE,3.27,Humanities,Asian,610,6,Investment Banking,NA
5348,Male,TRUE,3.09,STEM,NA,570,4,PE/VC,NA
5349,Male,FALSE,3.22,Business,White,700,6,Technology,NA
5350,Male,FALSE,3.41,STEM,Hispanic,710,6,Nonprofit/Gov,NA
5351,Male,FALSE,3.58,Humanities,Asian,670,5,Financial Services,NA
5352,Female,FALSE,3.41,Humanities,Other,640,4,Technology,NA
5353,Male,FALSE,3.33,Business,Black,640,4,Health Care,NA
5354,Male,FALSE,3.24,Humanities,Asian,660,3,Consulting,NA
5355,Male,TRUE,3.07,STEM,NA,620,4,Other,NA
5356,Female,FALSE,3.22,Humanities,Black,660,7,Financial Services,Admit
5357,Female,FALSE,3.15,Business,Asian,670,6,Consulting,NA
5358,Male,TRUE,3.52,STEM,NA,780,6,Technology,Admit
5359,Male,FALSE,3.17,Humanities,Asian,620,5,Consulting,NA
5360,Female,TRUE,3.37,Business,NA,660,6,Technology,NA
5361,Male,TRUE,3.13,STEM,NA,630,6,Consulting,NA
5362,Male,FALSE,3.34,Humanities,Black,670,5,Nonprofit/Gov,NA
5363,Male,FALSE,3.45,Business,Asian,740,6,Consulting,Waitlist
5364,Female,FALSE,3.15,STEM,Black,630,4,Nonprofit/Gov,NA
5365,Female,TRUE,3.41,Business,NA,660,6,Consulting,Admit
5366,Male,FALSE,3.19,STEM,White,680,4,Consulting,NA
5367,Male,TRUE,3.25,Humanities,NA,620,5,Nonprofit/Gov,NA
5368,Male,TRUE,3.42,STEM,NA,740,3,Real Estate,NA
5369,Male,FALSE,3.23,Humanities,White,690,3,Technology,NA
5370,Female,TRUE,3.54,Humanities,NA,780,5,Investment Banking,Admit
5371,Female,TRUE,3.4,Business,NA,640,4,Nonprofit/Gov,NA
5372,Female,TRUE,3.08,Business,NA,570,4,Consulting,NA
5373,Female,FALSE,3.23,Business,Black,660,6,Consulting,Admit
5374,Female,TRUE,2.96,Humanities,NA,630,4,Nonprofit/Gov,NA
5375,Male,FALSE,3.51,STEM,Black,720,5,Other,NA
5376,Male,TRUE,3.38,STEM,NA,690,7,Consulting,NA
5377,Male,FALSE,3.32,Humanities,White,630,4,Other,NA
5378,Female,FALSE,3.36,Business,Other,700,5,PE/VC,NA
5379,Male,FALSE,3.3,STEM,Black,590,6,Technology,NA
5380,Male,TRUE,3.33,Humanities,NA,640,4,Technology,NA
5381,Female,FALSE,3.37,Humanities,White,630,6,PE/VC,NA
5382,Male,FALSE,3.19,Humanities,White,680,4,Investment Management,NA
5383,Male,TRUE,3.1,Humanities,NA,700,6,PE/VC,NA
5384,Male,FALSE,3.19,STEM,Black,650,6,PE/VC,NA
5385,Female,FALSE,3.18,Humanities,White,630,4,PE/VC,NA
5386,Male,TRUE,3.18,Humanities,NA,580,6,Financial Services,NA
5387,Male,FALSE,3.23,Humanities,Asian,680,5,Investment Management,Admit
5388,Female,FALSE,3.23,Humanities,Black,610,5,Consulting,NA
5389,Male,FALSE,3.08,Humanities,Hispanic,580,5,PE/VC,NA
5390,Male,FALSE,3.2,Humanities,Black,580,4,Consulting,NA
5391,Male,FALSE,3.24,Humanities,Asian,570,5,Consulting,NA
5392,Male,FALSE,3.18,Business,White,680,4,Consulting,NA
5393,Female,FALSE,3.39,Business,Hispanic,640,4,Financial Services,NA
5394,Female,FALSE,3.16,Humanities,White,700,4,Consulting,NA
5395,Male,FALSE,3.21,Humanities,Hispanic,570,6,Investment Banking,NA
5396,Male,TRUE,3.03,Humanities,NA,590,5,Financial Services,NA
5397,Female,FALSE,3.38,Humanities,Asian,700,4,Financial Services,Admit
5398,Male,TRUE,3.33,Humanities,NA,670,5,PE/VC,NA
5399,Male,TRUE,3.07,Humanities,NA,740,7,Other,NA
5400,Male,FALSE,3.32,Business,Other,730,5,Investment Management,Admit
5401,Male,TRUE,3.06,Humanities,NA,570,4,CPG,NA
5402,Male,FALSE,3.18,Business,Black,670,5,Technology,NA
5403,Female,TRUE,3.11,Humanities,NA,630,3,CPG,NA
5404,Female,TRUE,3.35,STEM,NA,660,5,Investment Banking,NA
5405,Female,FALSE,3.22,Business,Black,660,4,Nonprofit/Gov,NA
5406,Female,FALSE,3.04,STEM,Asian,570,5,Technology,NA
5407,Male,TRUE,3.44,Business,NA,630,6,Consulting,NA
5408,Female,FALSE,3.41,STEM,White,760,6,Consulting,Admit
5409,Male,FALSE,3.44,Humanities,Black,670,4,Consulting,NA
5410,Male,FALSE,3.2,Business,Black,720,5,Retail,NA
5411,Male,FALSE,3.3,STEM,Hispanic,660,6,PE/VC,NA
5412,Female,TRUE,3.43,STEM,NA,570,5,Consulting,NA
5413,Male,TRUE,3.3,STEM,NA,620,6,Nonprofit/Gov,NA
5414,Female,FALSE,3.3,Humanities,White,640,3,Consulting,NA
5415,Male,FALSE,2.99,Humanities,Black,580,5,Investment Banking,NA
5416,Male,FALSE,2.96,STEM,Asian,580,5,Health Care,NA
5417,Female,FALSE,3.36,STEM,Black,680,6,PE/VC,NA
5418,Male,TRUE,3.26,Humanities,NA,580,5,Nonprofit/Gov,NA
5419,Male,TRUE,3.15,Humanities,NA,630,6,Financial Services,NA
5420,Male,FALSE,3.42,Business,Black,690,4,Investment Banking,NA
5421,Female,FALSE,3.52,STEM,White,680,5,PE/VC,NA
5422,Female,FALSE,3.26,Humanities,Asian,620,4,Consulting,NA
5423,Male,FALSE,3.07,STEM,White,570,6,Financial Services,NA
5424,Female,FALSE,3.14,Business,Black,660,4,Other,NA
5425,Female,FALSE,3.3,Business,Asian,680,4,PE/VC,Admit
5426,Male,FALSE,3.24,STEM,Black,660,6,Consulting,NA
5427,Male,FALSE,3.65,Business,White,780,5,PE/VC,NA
5428,Female,TRUE,3.24,Business,NA,640,4,Consulting,NA
5429,Male,FALSE,3.39,Business,Asian,610,5,Nonprofit/Gov,NA
5430,Female,FALSE,3.3,Humanities,White,640,5,Health Care,NA
5431,Female,FALSE,3.24,Business,White,620,4,Nonprofit/Gov,NA
5432,Female,FALSE,3.39,STEM,Hispanic,630,4,Consulting,NA
5433,Female,TRUE,3.29,Humanities,NA,610,3,Financial Services,NA
5434,Male,FALSE,3.32,Humanities,Asian,720,5,Financial Services,NA
5435,Male,TRUE,3.35,STEM,NA,620,4,Technology,NA
5436,Female,TRUE,3.39,Humanities,NA,700,6,Technology,NA
5437,Male,FALSE,3.26,STEM,Asian,640,4,PE/VC,NA
5438,Male,TRUE,3.2,STEM,NA,710,5,Consulting,NA
5439,Male,FALSE,3.24,Humanities,White,710,5,Consulting,NA
5440,Male,TRUE,3.45,STEM,NA,650,5,Financial Services,NA
5441,Male,FALSE,3.39,STEM,White,650,5,Other,NA
5442,Male,FALSE,3.26,STEM,Black,670,4,Consulting,NA
5443,Female,FALSE,3.48,STEM,Black,690,6,PE/VC,NA
5444,Female,FALSE,2.98,Business,White,590,5,Technology,NA
5445,Female,FALSE,3.33,Humanities,Asian,720,5,Financial Services,NA
5446,Male,TRUE,3.13,Humanities,NA,650,5,Nonprofit/Gov,NA
5447,Male,FALSE,3.28,STEM,Black,710,5,PE/VC,NA
5448,Female,FALSE,3.22,STEM,White,620,5,Consulting,NA
5449,Female,TRUE,3.23,STEM,NA,590,4,PE/VC,NA
5450,Female,FALSE,3.18,Humanities,Asian,610,5,Technology,NA
5451,Female,FALSE,3.24,STEM,Hispanic,670,6,PE/VC,NA
5452,Male,TRUE,3.26,Humanities,NA,700,5,Health Care,NA
5453,Female,FALSE,2.97,Humanities,Hispanic,580,4,Consulting,NA
5454,Female,FALSE,3.26,Business,White,720,6,Financial Services,NA
5455,Male,FALSE,3.51,Humanities,Asian,690,4,Technology,Admit
5456,Female,TRUE,3.34,Business,NA,660,5,PE/VC,NA
5457,Male,TRUE,3.28,STEM,NA,570,5,Consulting,NA
5458,Male,FALSE,3.48,Humanities,Black,730,5,Health Care,NA
5459,Male,FALSE,3.06,Humanities,Asian,620,6,Other,NA
5460,Female,FALSE,3.57,Humanities,Black,750,2,Technology,NA
5461,Male,FALSE,3.14,Humanities,White,620,5,Consulting,NA
5462,Male,TRUE,3.37,Humanities,NA,670,4,Consulting,NA
5463,Female,FALSE,3,Business,White,570,6,PE/VC,NA
5464,Male,TRUE,3.41,STEM,NA,650,5,Consulting,NA
5465,Male,TRUE,2.96,Humanities,NA,570,5,Technology,NA
5466,Female,TRUE,3.28,Humanities,NA,680,5,Consulting,Admit
5467,Male,FALSE,3.27,Humanities,Asian,690,5,Media/Entertainment,Admit
5468,Male,FALSE,2.96,Humanities,Hispanic,570,6,Consulting,NA
5469,Male,TRUE,3.49,STEM,NA,600,6,Consulting,NA
5470,Male,TRUE,2.92,Business,NA,630,7,Technology,NA
5471,Male,FALSE,3.25,STEM,Other,610,4,Consulting,NA
5472,Male,FALSE,3.08,Business,White,600,7,PE/VC,NA
5473,Male,TRUE,3.22,Humanities,NA,680,5,Financial Services,Admit
5474,Female,FALSE,3.53,Business,Black,650,5,Other,NA
5475,Female,FALSE,3.31,Humanities,Black,650,3,Technology,NA
5476,Male,FALSE,3.22,Humanities,White,660,6,Technology,NA
5477,Male,FALSE,3.22,Humanities,White,660,5,Technology,Admit
5478,Female,TRUE,2.95,Business,NA,620,6,Consulting,NA
5479,Male,TRUE,3.31,Humanities,NA,680,5,Technology,Waitlist
5480,Male,TRUE,2.99,STEM,NA,600,5,Consulting,NA
5481,Male,FALSE,3.41,Humanities,Black,650,6,Investment Management,NA
5482,Female,FALSE,3.15,Business,Asian,580,5,Investment Management,NA
5483,Male,TRUE,3.25,Business,NA,700,5,Technology,NA
5484,Female,FALSE,3.5,Humanities,White,750,5,Technology,Admit
5485,Male,FALSE,3.12,Humanities,Black,640,5,Nonprofit/Gov,NA
5486,Male,FALSE,3.06,Humanities,White,670,5,Technology,NA
5487,Male,FALSE,3.02,Business,Asian,710,4,Investment Banking,NA
5488,Female,TRUE,2.86,STEM,NA,570,5,CPG,NA
5489,Male,FALSE,2.96,Humanities,Hispanic,600,4,Investment Banking,NA
5490,Male,FALSE,3.42,Humanities,Asian,710,5,Energy,NA
5491,Female,FALSE,2.89,Humanities,White,570,5,Technology,NA
5492,Male,FALSE,3.19,Humanities,Black,620,6,Health Care,NA
5493,Female,TRUE,3.34,Business,NA,570,6,PE/VC,NA
5494,Male,FALSE,3.46,STEM,Black,690,6,Financial Services,NA
5495,Female,TRUE,3.17,Business,NA,650,5,Real Estate,NA
5496,Male,TRUE,3.13,Humanities,NA,650,4,PE/VC,NA
5497,Female,FALSE,3.4,Humanities,White,700,6,Health Care,NA
5498,Male,FALSE,3.22,Humanities,White,700,5,Technology,NA
5499,Male,FALSE,3.43,Humanities,Asian,660,6,Consulting,Admit
5500,Male,FALSE,3.25,Humanities,Asian,620,4,Investment Banking,NA
5501,Female,TRUE,2.92,Humanities,NA,570,4,Investment Management,NA
5502,Male,FALSE,3.11,STEM,Black,710,5,Investment Banking,NA
5503,Male,TRUE,3.29,Humanities,NA,650,7,PE/VC,NA
5504,Female,FALSE,2.96,STEM,Asian,620,8,Other,NA
5505,Male,FALSE,3.08,STEM,Hispanic,610,6,Consulting,NA
5506,Female,TRUE,3.45,STEM,NA,610,4,Investment Banking,NA
5507,Male,FALSE,3.12,STEM,White,680,6,Investment Banking,NA
5508,Male,FALSE,3.48,STEM,Asian,680,5,Consulting,NA
5509,Male,TRUE,3.29,STEM,NA,650,5,Technology,NA
5510,Female,FALSE,3.31,STEM,Black,610,5,Consulting,NA
5511,Female,FALSE,3.28,Business,Asian,670,4,Financial Services,NA
5512,Female,TRUE,3.16,STEM,NA,660,6,Financial Services,NA
5513,Female,TRUE,3.34,Humanities,NA,660,3,Financial Services,NA
5514,Female,TRUE,3.44,Humanities,NA,640,3,Technology,NA
5515,Male,TRUE,3.23,Humanities,NA,630,5,Investment Management,NA
5516,Male,TRUE,3.39,STEM,NA,610,3,Consulting,NA
5517,Female,TRUE,3.54,STEM,NA,750,5,Nonprofit/Gov,NA
5518,Male,FALSE,3.15,Humanities,Hispanic,680,5,PE/VC,NA
5519,Male,TRUE,3.27,STEM,NA,660,3,Investment Banking,Admit
5520,Male,FALSE,3.24,Humanities,Hispanic,670,5,Nonprofit/Gov,NA
5521,Male,FALSE,2.95,Business,White,630,4,Nonprofit/Gov,NA
5522,Male,TRUE,3.13,STEM,NA,660,5,Nonprofit/Gov,NA
5523,Male,TRUE,3.22,Humanities,NA,730,4,Technology,NA
5524,Male,FALSE,3.27,Business,White,660,5,Consulting,Admit
5525,Male,FALSE,3.13,STEM,Black,570,6,Investment Banking,NA
5526,Male,FALSE,3.12,STEM,Other,580,5,Consulting,NA
5527,Female,FALSE,3.02,STEM,Black,680,5,Investment Banking,NA
5528,Male,TRUE,3.3,Humanities,NA,700,4,Consulting,Admit
5529,Male,FALSE,3.19,Humanities,Asian,620,5,Nonprofit/Gov,NA
5530,Female,TRUE,3.56,STEM,NA,650,5,Nonprofit/Gov,NA
5531,Male,FALSE,3.23,STEM,White,660,5,Financial Services,NA
5532,Male,FALSE,3.24,Business,Asian,700,6,Technology,NA
5533,Male,FALSE,3.32,STEM,White,640,4,Other,NA
5534,Female,FALSE,3.2,Business,Black,670,4,Consulting,NA
5535,Male,FALSE,3.4,Humanities,White,640,5,Health Care,NA
5536,Male,FALSE,3.11,STEM,White,650,5,Investment Banking,NA
5537,Male,FALSE,3.44,Business,White,690,4,Investment Banking,NA
5538,Female,FALSE,3.01,STEM,Hispanic,690,3,Consulting,NA
5539,Male,FALSE,3.09,Humanities,Asian,590,2,Consulting,NA
5540,Female,TRUE,3.36,STEM,NA,760,5,Financial Services,Admit
5541,Male,FALSE,3.31,Humanities,Other,600,5,Technology,NA
5542,Male,TRUE,3.42,Humanities,NA,710,3,Investment Banking,NA
5543,Male,FALSE,3.11,Humanities,White,590,5,Health Care,NA
5544,Female,FALSE,3.08,Humanities,White,590,4,Technology,NA
5545,Male,TRUE,3.49,STEM,NA,700,5,Nonprofit/Gov,Waitlist
5546,Male,FALSE,3.07,Business,Asian,650,6,Technology,NA
5547,Male,TRUE,3.21,Humanities,NA,690,5,Consulting,NA
5548,Male,FALSE,3.34,Business,Hispanic,650,5,Health Care,NA
5549,Male,TRUE,3.36,Humanities,NA,740,3,Financial Services,NA
5550,Female,FALSE,3.57,Business,White,720,5,Investment Banking,Admit
5551,Female,TRUE,3.46,STEM,NA,610,5,Consulting,NA
5552,Female,FALSE,3.38,Business,Asian,640,6,Technology,NA
5553,Female,FALSE,3.22,STEM,Black,630,3,Consulting,NA
5554,Male,FALSE,3.35,Humanities,White,690,4,Financial Services,NA
5555,Male,FALSE,2.97,Humanities,Asian,600,4,Technology,NA
5556,Male,TRUE,3.06,Business,NA,590,5,Consulting,NA
5557,Female,TRUE,3.42,Humanities,NA,690,4,Other,Admit
5558,Male,FALSE,3.26,Humanities,Hispanic,640,4,Other,NA
5559,Male,FALSE,3.38,Business,Black,710,6,Media/Entertainment,NA
5560,Male,FALSE,3.15,Humanities,White,570,5,Consulting,NA
5561,Female,FALSE,3.37,Business,White,670,7,Consulting,Admit
5562,Male,TRUE,3.24,Humanities,NA,650,5,Technology,NA
5563,Male,FALSE,3.37,Business,White,620,6,Investment Banking,NA
5564,Female,FALSE,3.25,Humanities,Asian,620,3,Nonprofit/Gov,NA
5565,Male,TRUE,3.07,Humanities,NA,610,5,Consulting,NA
5566,Male,FALSE,3.19,Business,Asian,630,3,Other,NA
5567,Male,FALSE,3.38,Business,Asian,680,6,Consulting,Admit
5568,Female,TRUE,3.13,Business,NA,650,4,Technology,NA
5569,Female,FALSE,3.15,Business,Other,610,4,Consulting,NA
5570,Male,FALSE,3.17,Humanities,White,720,3,Consulting,NA
5571,Male,FALSE,3.23,Humanities,Asian,620,5,Consulting,NA
5572,Female,FALSE,3.22,Humanities,Hispanic,670,4,Technology,NA
5573,Male,FALSE,3.76,Humanities,Black,780,5,Other,NA
5574,Male,FALSE,2.95,Business,Black,610,4,Financial Services,NA
5575,Female,FALSE,3.01,Business,Hispanic,590,6,PE/VC,NA
5576,Male,FALSE,3.07,Humanities,White,640,5,PE/VC,NA
5577,Male,FALSE,3.48,Business,Black,780,4,Consulting,NA
5578,Female,TRUE,3.42,Humanities,NA,670,5,Health Care,NA
5579,Female,FALSE,3.26,Business,Asian,670,4,Technology,NA
5580,Male,FALSE,3.24,STEM,White,580,4,Consulting,NA
5581,Male,FALSE,3.45,Business,White,680,6,Media/Entertainment,NA
5582,Female,FALSE,3.43,STEM,Asian,620,4,Investment Banking,NA
5583,Male,TRUE,3.18,STEM,NA,670,5,Consulting,NA
5584,Female,FALSE,3.27,Business,Hispanic,640,4,Consulting,NA
5585,Male,FALSE,3.22,Business,Black,730,6,Technology,NA
5586,Male,TRUE,3.15,Business,NA,620,6,PE/VC,NA
5587,Male,FALSE,3.12,Humanities,Black,620,5,Other,NA
5588,Male,FALSE,3.38,STEM,Other,610,7,Health Care,NA
5589,Male,TRUE,3.47,STEM,NA,700,6,Health Care,NA
5590,Male,FALSE,3.14,Business,White,640,4,Investment Banking,NA
5591,Male,FALSE,3.41,Business,Asian,730,5,Consulting,Admit
5592,Male,FALSE,3.12,STEM,Black,650,6,Investment Banking,NA
5593,Male,FALSE,3.29,STEM,White,640,4,Investment Banking,NA
5594,Female,FALSE,3.31,Business,Hispanic,580,7,Nonprofit/Gov,NA
5595,Male,FALSE,3.07,STEM,Black,640,4,Health Care,NA
5596,Male,FALSE,3.32,Humanities,Asian,690,5,Consulting,NA
5597,Male,FALSE,3.22,Humanities,Asian,700,5,Consulting,NA
5598,Male,TRUE,3.19,Business,NA,670,6,PE/VC,NA
5599,Male,FALSE,3.16,Business,Asian,660,5,Technology,NA
5600,Female,FALSE,3.25,STEM,White,720,6,PE/VC,NA
5601,Male,TRUE,3.44,Business,NA,650,5,Consulting,NA
5602,Female,FALSE,3.28,Business,Black,660,6,PE/VC,NA
5603,Male,TRUE,2.96,Humanities,NA,610,4,Consulting,NA
5604,Female,FALSE,3.28,Humanities,White,720,5,Technology,Admit
5605,Female,TRUE,3.42,Humanities,NA,670,6,Nonprofit/Gov,Admit
5606,Male,FALSE,3.39,Business,White,700,6,Nonprofit/Gov,Admit
5607,Female,FALSE,3.01,STEM,Hispanic,580,6,Investment Banking,NA
5608,Male,FALSE,3,STEM,Hispanic,610,6,Financial Services,NA
5609,Male,TRUE,3.22,Humanities,NA,660,4,Nonprofit/Gov,NA
5610,Male,FALSE,3.35,STEM,Black,690,4,Financial Services,NA
5611,Male,FALSE,3.22,Humanities,Hispanic,610,6,Real Estate,NA
5612,Male,FALSE,3.29,Business,Hispanic,620,8,Technology,NA
5613,Male,FALSE,3.38,Humanities,White,660,5,Consulting,Admit
5614,Male,FALSE,3.26,STEM,White,720,6,Nonprofit/Gov,Admit
5615,Male,FALSE,3.3,Humanities,White,660,4,PE/VC,NA
5616,Female,TRUE,3.54,Business,NA,670,7,PE/VC,NA
5617,Male,FALSE,3,STEM,Black,590,4,Investment Management,NA
5618,Male,FALSE,3.19,STEM,Hispanic,610,6,Nonprofit/Gov,NA
5619,Female,FALSE,3.18,STEM,White,620,4,PE/VC,NA
5620,Male,FALSE,3.32,Humanities,Asian,640,5,Investment Banking,NA
5621,Female,FALSE,3.2,STEM,White,680,6,Nonprofit/Gov,NA
5622,Female,FALSE,3.2,Business,White,630,5,Consulting,NA
5623,Male,TRUE,3.33,Business,NA,640,5,Nonprofit/Gov,NA
5624,Male,FALSE,3.2,STEM,Asian,700,5,Consulting,NA
5625,Male,FALSE,3.05,STEM,Asian,690,5,Health Care,NA
5626,Male,TRUE,3.18,Business,NA,680,5,Investment Management,NA
5627,Male,FALSE,3.42,Business,Other,710,5,PE/VC,NA
5628,Male,TRUE,3.54,STEM,NA,710,3,PE/VC,NA
5629,Male,FALSE,3.39,Humanities,Asian,680,6,Health Care,NA
5630,Male,FALSE,3.19,Humanities,Hispanic,670,4,Technology,NA
5631,Male,TRUE,3.26,STEM,NA,600,5,Consulting,NA
5632,Female,TRUE,3.2,Humanities,NA,700,6,Other,NA
5633,Female,FALSE,3.03,Business,White,610,6,Financial Services,NA
5634,Female,FALSE,3.37,Humanities,White,630,5,Investment Banking,NA
5635,Male,FALSE,3.18,STEM,Asian,580,3,Consulting,NA
5636,Male,FALSE,3.15,Business,White,570,4,Nonprofit/Gov,NA
5637,Male,FALSE,3.12,Business,White,670,4,Nonprofit/Gov,NA
5638,Female,FALSE,3.01,Humanities,Asian,640,4,Technology,NA
5639,Male,TRUE,3.45,STEM,NA,750,4,Other,NA
5640,Male,FALSE,3.21,Humanities,Asian,590,5,Consulting,NA
5641,Male,TRUE,3.4,Business,NA,740,5,Consulting,NA
5642,Female,FALSE,3.05,Humanities,Asian,570,6,PE/VC,NA
5643,Male,TRUE,3.22,Humanities,NA,650,4,Investment Banking,NA
5644,Male,FALSE,3.48,Business,White,690,4,Nonprofit/Gov,Admit
5645,Male,TRUE,3.4,Humanities,NA,700,4,Nonprofit/Gov,NA
5646,Male,TRUE,3.33,Humanities,NA,600,6,Consulting,NA
5647,Male,FALSE,3.1,STEM,Black,590,5,PE/VC,NA
5648,Male,FALSE,3.32,Business,White,700,3,Investment Banking,NA
5649,Female,FALSE,3.34,Humanities,Hispanic,670,5,PE/VC,NA
5650,Male,FALSE,3.58,Business,Hispanic,690,4,Consulting,NA
5651,Female,TRUE,3.27,STEM,NA,610,4,Consulting,NA
5652,Male,TRUE,3.1,Humanities,NA,580,5,Investment Management,NA
5653,Male,FALSE,3.44,Business,White,730,5,Health Care,NA
5654,Male,FALSE,3.43,STEM,Asian,720,5,Investment Management,Admit
5655,Male,TRUE,3.32,STEM,NA,670,4,Consulting,Admit
5656,Male,TRUE,3.29,Business,NA,680,4,Consulting,NA
5657,Male,TRUE,2.88,STEM,NA,610,5,Nonprofit/Gov,NA
5658,Female,TRUE,3.13,STEM,NA,600,4,Media/Entertainment,NA
5659,Male,TRUE,3.29,Business,NA,660,5,Health Care,NA
5660,Male,TRUE,3.24,Business,NA,570,5,Other,NA
5661,Male,TRUE,3.19,Business,NA,680,6,Consulting,NA
5662,Female,FALSE,3.24,STEM,Hispanic,650,5,Technology,NA
5663,Female,TRUE,3.37,Business,NA,670,4,Nonprofit/Gov,Admit
5664,Male,FALSE,3.32,STEM,White,680,6,Health Care,Admit
5665,Male,TRUE,3.28,STEM,NA,660,3,PE/VC,Admit
5666,Female,FALSE,3.34,Humanities,White,620,7,Financial Services,NA
5667,Female,TRUE,3.14,Business,NA,620,6,PE/VC,NA
5668,Male,FALSE,3.61,Humanities,Asian,780,5,Consulting,Admit
5669,Male,FALSE,3.25,Business,Black,700,2,Nonprofit/Gov,NA
5670,Female,FALSE,3.22,STEM,Black,660,4,Investment Banking,NA
5671,Male,TRUE,3.31,STEM,NA,650,7,PE/VC,NA
5672,Male,FALSE,3.17,Business,Asian,650,5,Consulting,NA
5673,Female,FALSE,3.32,Business,Asian,650,5,Investment Management,NA
5674,Male,FALSE,3.35,STEM,Asian,570,5,Consulting,NA
5675,Female,FALSE,3.35,Business,Black,660,6,Technology,Admit
5676,Male,FALSE,3.26,Humanities,Asian,640,6,Other,NA
5677,Male,FALSE,3.48,Humanities,White,740,6,Health Care,NA
5678,Male,FALSE,3,Humanities,Hispanic,570,4,Nonprofit/Gov,NA
5679,Male,FALSE,3.35,Humanities,Asian,710,1,Consulting,Admit
5680,Female,FALSE,3.25,Humanities,White,570,5,Consulting,NA
5681,Male,FALSE,3,Business,White,620,6,Consulting,NA
5682,Male,FALSE,2.89,STEM,Black,570,6,Investment Management,NA
5683,Male,FALSE,3.3,STEM,White,660,5,Technology,NA
5684,Female,FALSE,3.39,STEM,Asian,670,6,Real Estate,NA
5685,Male,FALSE,3.33,Business,Asian,660,6,Nonprofit/Gov,NA
5686,Female,TRUE,3.4,Business,NA,720,6,Consulting,NA
5687,Female,FALSE,3.34,Humanities,Asian,640,4,CPG,NA
5688,Male,FALSE,3.55,Business,Hispanic,660,4,Technology,Admit
5689,Male,TRUE,2.99,Business,NA,640,5,Consulting,NA
5690,Female,FALSE,3.2,Business,White,690,6,Technology,NA
5691,Female,TRUE,3.41,STEM,NA,700,5,Consulting,NA
5692,Female,FALSE,3.11,STEM,Asian,660,5,Technology,NA
5693,Male,FALSE,3.12,Humanities,Asian,700,5,Technology,NA
5694,Male,FALSE,3.17,Humanities,Black,630,6,Consulting,NA
5695,Male,FALSE,3.24,STEM,Black,620,6,Investment Banking,NA
5696,Male,FALSE,3.21,Business,White,580,7,Other,NA
5697,Male,FALSE,2.85,Business,Black,570,5,Technology,NA
5698,Male,FALSE,3.27,Humanities,White,770,5,Investment Management,Admit
5699,Female,TRUE,3.05,Humanities,NA,570,6,Nonprofit/Gov,NA
5700,Male,TRUE,3.25,Humanities,NA,630,4,Investment Banking,NA
5701,Male,FALSE,3.43,Business,Asian,760,5,Investment Banking,NA
5702,Male,FALSE,3.27,Humanities,Black,660,7,Nonprofit/Gov,NA
5703,Female,TRUE,3.09,Business,NA,600,6,Financial Services,NA
5704,Male,TRUE,3.42,Business,NA,660,5,Health Care,NA
5705,Female,FALSE,3.17,Humanities,White,660,6,Investment Management,NA
5706,Male,FALSE,3.5,STEM,Black,760,5,Investment Banking,Admit
5707,Female,TRUE,3.3,Humanities,NA,690,4,PE/VC,NA
5708,Female,TRUE,3.34,STEM,NA,740,7,Consulting,NA
5709,Male,FALSE,3.32,Humanities,White,750,6,Consulting,Admit
5710,Male,TRUE,3.13,Humanities,NA,650,4,PE/VC,NA
5711,Female,FALSE,3.22,Business,White,650,6,PE/VC,NA
5712,Female,FALSE,3.31,STEM,White,610,5,Media/Entertainment,NA
5713,Male,FALSE,3.61,Business,Other,670,6,Investment Banking,NA
5714,Female,FALSE,3.29,Business,Asian,640,4,Consulting,NA
5715,Male,FALSE,3.3,Humanities,White,610,6,Consulting,NA
5716,Male,TRUE,2.99,Business,NA,570,4,Nonprofit/Gov,NA
5717,Male,FALSE,3.2,Business,White,680,4,Financial Services,NA
5718,Female,FALSE,3.14,STEM,Black,640,6,PE/VC,NA
5719,Male,TRUE,2.91,Humanities,NA,610,6,Financial Services,NA
5720,Female,FALSE,3.51,STEM,Black,590,5,PE/VC,NA
5721,Male,FALSE,3.12,Business,Hispanic,570,6,Consulting,NA
5722,Female,TRUE,3.25,STEM,NA,670,6,Financial Services,NA
5723,Male,TRUE,3.34,Humanities,NA,730,7,Consulting,Admit
